Time,Rivendell Level 1-2 Well 1 Water Level Manual m m,Rivendell Level 1-2 Well 12 Water Level Manual m m,Rivendell Level 2-2 Well 2 Water Level Manual m m,Rivendell Level 2-2 Well 3 Water Level Manual m m,Rivendell Level 2-3 Well 13 Water Level Manual m m,Rivendell Level 2-3 Well 14 Water Level Manual m m,Rivendell Level 3-2 Well 10 Water Level Manual m m,Rivendell Level 4-1 Well 5 Water Level Manual m m,Rivendell Level 4-1 Well 6 Water Level Manual m m,Rivendell Level 4-1 Well 7 Water Level Manual m m,Rivendell Level 5-1 Well 15 Water Level Manual m m,Rivendell Level 5-1 Well 16 Water Level Manual m m
5/3/16 17:00,,-5.51,-11.88,,,,,,,,,
5/24/16 9:45,,,,,,,,,,,-22.2,
5/24/16 10:06,,,,,,,,,,,,-20.54
5/24/16 10:30,,,,,,,,,,-10.89,,
5/24/16 10:43,,,,,,,,,-8.8,,,
5/24/16 11:02,,,,,,,,-20.29,,,,
5/24/16 12:11,,-5.65,,,,,,,,,,
5/24/16 12:30,,,,,,-27.87,,,,,,
6/12/16 13:30,,,,,,,,,,-11.565,,
6/12/16 13:45,,,,,,,,,-9.25,,,
6/12/16 13:50,,,,,,,,-20.39,,,,
6/12/16 14:00,,,,,,-28.11,,,,,,
7/11/16 9:05,,,,,,,,,,,,-20.775
7/11/16 10:00,,,,,,,,,,,-23.19,
7/11/16 10:42,,,,,,,,,,-12.45,,
7/11/16 10:59,,,,,,,,,-9.74,,,
7/11/16 11:12,,,,,,,,-20.5,,,,
7/11/16 11:24,,,,,,-28.04,,,,,,
7/11/16 11:45,,,-12.13,,,,,,,,,
7/11/16 11:54,,-5.74,,,,,,,,,,
7/24/16 16:01,,,,,,,,,,,,-20.85
7/24/16 16:53,,,,,,,,,,,-23.45,
7/24/16 17:09,,,,,,,,,,-12.82,,
7/24/16 17:19,,,,,,,,,-9.87,,,
7/24/16 17:28,,,,,,,,-20.57,,,,
7/24/16 17:34,,,,,,-28.05,,,,,,
7/24/16 17:51,,-5.75,,,,,,,,,,
8/7/16 16:54,,,,,,,,,,,,-20.97
8/7/16 17:20,,,,,,,,,,,-23.81,
8/7/16 17:40,,,,,,,,,,-13.35,,
8/7/16 17:53,,,,,,,,,-10.03,,,
8/7/16 18:08,,,,,,,,-20.71,,,,
8/7/16 18:19,,,,,,-28.11,,,,,,
8/7/16 18:38,,-5.82,,,,,,,,,,
8/27/16 7:40,,,,,,,,,,,,-21.08
8/27/16 8:05,,,,,,,,,,,-24.13,
8/27/16 8:27,,,,,,,,,,-13.9,,
8/27/16 8:40,,,,,,,,,-10.27,,,
8/27/16 8:58,,,,,,,,-20.8,,,,
8/27/16 9:32,,,,,,-28.02,,,,,,
8/27/16 9:54,,-5.85,,,,,,,,,,
9/18/16 10:10,,,,,,,,,,,,-21.21
9/18/16 11:05,,,,,,,,,,,-24.37,
9/18/16 11:29,,,,,,,,,,-14.47,,
9/18/16 11:44,,,,,,,,,-10.5,,,
9/18/16 12:03,,,,,,,,-20.94,,,,
9/18/16 13:04,,,,,,-28,,,,,,
9/18/16 13:23,,-5.89,,,,,,,,,,
10/9/16 9:40,,,,,,,,,,,,-21.36
10/9/16 11:47,,,,,,,,,,,-24.68,
10/9/16 12:08,,,,,,,,,,-14.97,,
10/9/16 12:22,,,,,,,,,-10.69,,,
10/9/16 12:36,,,,,,,,-24.11,,,,
10/9/16 12:54,,,,,,-28,,,,,,
10/9/16 13:54,,-5.9,,,,,,,,,,
10/19/16 8:30,,,,,,-28.03,,,,,,
10/19/16 9:50,,,,,,,,,,,,-21.44
10/19/16 13:15,,,,,,,,,,,-24.94,
10/19/16 15:18,,,,,,,,,,-15.05,,
10/19/16 16:23,,,,,,,,,-10.28,,,
10/19/16 17:24,,,,,,,,-21,,,,
10/19/16 17:39,,-5.49,,,,,,,,,,
11/5/16 8:47,,,,,,,,,,,,-21.52
11/5/16 9:50,,,,,,,,,,,-24.97,
11/5/16 10:30,,,,,,,,,,-8.17,,
11/5/16 10:53,,,,,,,,,-7.23,,,
11/5/16 11:15,,,,,,,,-19.15,,,,
11/5/16 11:42,,,,,,-17.97,,,,,,
11/5/16 13:03,,,,,-15.67,,,,,,,
11/5/16 13:29,,,-11.15,,,,,,,,,
11/5/16 13:39,,-5.05,,,,,,,,,,
11/17/16 13:39,,,,,,,,,,,,-21.62
11/17/16 14:43,,,,,,,,,,,-25.08,
11/17/16 15:51,,,,,,,,,,-9.53,,
11/17/16 16:19,,,,,,,,,-7.9,,,
11/19/16 9:17,,,,,,,,,,,,-21.62
11/19/16 9:42,,,,,,,,,,,-25.05,
11/19/16 10:17,,,,,,,,,,-9.65,,
11/19/16 10:42,,,,,,,,,-7.9,,,
11/19/16 11:13,,,,,,,,-19.43,,,,
11/19/16 11:40,,,,,,-25.04,,,,,,
11/19/16 12:40,,,,,-17.29,,,,,,,
11/19/16 12:42,,,-11.44,,,,,,,,,
11/19/16 12:48,,-5,,,,,,,,,,
12/6/16 8:31,,,,,,,,,,,,-21.54
12/6/16 8:59,,,,,,,,,,,-24.48,
12/6/16 9:19,,,,,,,,,,-8.09,,
12/6/16 9:34,,,,,,,,,-7.1,,,
12/6/16 9:55,,,,,,,,-19.04,,,,
12/6/16 10:12,,,,,,-23.26,,,,,,
12/6/16 10:33,,,,,-17.59,,,,,,,
12/6/16 10:34,,,-11.68,,,,,,,,,
12/6/16 10:40,,-5.21,,,,,,,,,,
12/7/16 8:30,,,,,,,,,,,,-21.53
12/7/16 8:52,,,,,,,,,,,-24.58,
12/18/16 13:45,,,,,,,,,,,,-12.38
12/18/16 14:08,,,,,,,,,,,-22.9,
12/18/16 14:29,,,,,,,,,,-5.81,,
12/18/16 14:48,,,,,,,,,-5.43,,,
12/18/16 15:10,,,,,,,,-19.6,,,,
12/18/16 15:31,,,,,,-16.79,,,,,,
12/18/16 16:09,,,,,-15.2,,,,,,,
12/18/16 16:28,,,-10.56,,,,,,,,,
12/18/16 16:51,,-4.62,,,,,,,,,,
1/5/17 8:04,,,,,,,,,-5.82,,,
1/5/17 10:45,,,,,,,,,,,-21.1,
1/5/17 11:00,,,,,,,,,,,,-12.48
1/5/17 12:40,,-4.54,,,,,,,,,,
1/5/17 13:40,-3.77,,,,,,,,,,,
1/5/17 14:20,,,-11.35,,,,,,,,,
1/5/17 14:37,,,,,-15.22,,,,,,,
1/5/17 15:28,,,,,,,,,,-6.8,,
1/5/17 15:55,,,,,,,-12.75,,,,,
1/5/17 16:22,,,,,,-17.19,,,,,,
1/6/17 8:57,,,,-3.82,,,,,,,,
1/6/17 9:43,,,,,,,,-19.06,,,,
1/6/17 10:15,,,,,,,,,,-6.74,,
1/6/17 12:59,,,,,,-17.17,,,,,,
1/9/17 10:29,,,,,,-10.99,,,,,,
1/9/17 10:35,,,,,,,,-13.58,,,,
1/9/17 11:30,,,,,,,,,-4.02,,,
1/9/17 14:00,,,,,,,,,,-4.04,,
1/9/17 15:15,,,,,,,,,,,,-11.34
1/11/17 9:38,,,,,,,,,,,,-10.6
1/11/17 10:07,,,,,,,,,,,-15.66,
1/11/17 10:36,,,,,,,-10.13,,,,,
1/11/17 11:10,,,,,,,,,,-3.56,,
1/11/17 11:24,,,,,,,,-12.84,,,,
1/11/17 11:39,,,,,,-10.04,,,,,,
1/11/17 12:07,-2.89,,,,,,,,,,,
1/11/17 12:08,,-3.74,,,,,,,,,,
1/11/17 12:31,,,-10.12,,,,,,,,,
1/11/17 12:43,,,,,-14.47,,,,,,,
1/21/17 8:42,,,,,,,,,,,,-10.25
1/21/17 9:12,,,,,,,,,,,-16.59,
1/21/17 9:40,,,,,,,-11.46,,,,,
1/21/17 10:13,,,,,,,,,,-4.05,,
1/21/17 10:33,,,,,,,,,-4.26,,,
1/21/17 10:52,,,,,,,,-15.23,,,,
1/21/17 11:11,,,,,,-11.34,,,,,,
1/21/17 12:11,,,,,-14.56,,,,,,,
1/21/17 12:34,,,-10.82,,,,,,,,,
1/21/17 12:54,,,,-3.11,,,,,,,,
1/21/17 13:26,-3.28,-3.84,,,,,,,,,,
2/4/17 9:09,,,,,,,,,,,,-11.71
2/4/17 9:45,,,,,,,,,,,-18.7,
2/4/17 10:12,,,,,,,-13.66,,,,,
2/4/17 10:36,,,,,,,,,,-6.9,,
2/4/17 11:00,,,,,,,,,-6.12,,,
2/4/17 11:20,,,,,,,,-19.5,,,,
2/4/17 11:45,,,,,,-16.39,,,,,,
2/4/17 13:08,,,,,-14.79,,,,,,,
2/4/17 13:27,,,-11.48,,,,,,,,,
2/4/17 13:38,,,,-3.55,,,,,,,,
2/4/17 14:04,,-4.09,,,,,,,,,,
2/4/17 14:14,-3.52,,,,,,,,,,,
2/19/17 11:20,,,,,,,,,,,,-10.95
2/19/17 11:50,,,,,,,,,,,-17.77,
2/19/17 12:45,,,,,,,,,,-5.35,,
2/19/17 13:11,,,,,,,,,-5.11,,,
2/19/17 13:41,,,,,,,,-18.37,,,,
2/19/17 14:05,,,,,,-16.05,,,,,,
2/19/17 14:42,,-4.46,,,,,,,,,,
3/7/17 9:00,,,,,,,,,,,-19.26,
3/7/17 10:40,,,,,,,,,,,,-11.77
3/7/17 12:30,,,,,,,,,,-7.44,,
3/7/17 13:45,,,,,,,,,-6.53,,,
3/7/17 15:00,,,,,,,,-19.57,,,,
3/7/17 15:10,,,,,,-18.19,,,,,,
3/8/17 10:45,,,,,-15.19,,,,,,,
3/8/17 11:45,,,-11.42,,,,,,,,,
3/8/17 13:30,,-4.54,,,,,,,,,,
4/8/17 9:21,,,,,,,,,,,,-12.75
4/8/17 9:46,,,,,,,,,,,-20.3,
4/8/17 10:13,,,,,,,-14.01,,,,,
4/8/17 10:40,,,,,,,,,,-8.06,,
4/8/17 11:06,,,,,,,,,-7.65,,,
4/8/17 11:33,,,,,,,,-19.86,,,,
4/8/17 11:59,,,,,,-24.81,,,,,,
4/8/17 12:45,,,,,-16.97,,,,,,,
4/8/17 12:53,,,-11.41,,,,,,,,,
4/8/17 13:26,,-4.86,,,,,,,,,,
4/8/17 13:49,-3.88,,,,,,,,,,,
4/22/17 9:13,,,,,,,,,,,,-11.43
4/22/17 9:59,,,,,,,,,,,-19.72,
4/22/17 10:26,,,,,,,-13.31,,,,,
4/22/17 10:51,,,,,,,,,,-7.41,,
4/22/17 11:08,,,,,,,,,-5.97,,,
4/22/17 11:31,,,,,,,,-19.21,,,,
4/22/17 11:48,,,,,,-18.09,,,,,,
4/22/17 12:43,,,,,-15.48,,,,,,,
4/22/17 13:23,,,-11.12,,,,,,,,,
4/22/17 13:45,,,,-4.18,,,,,,,,
4/22/17 14:07,,-4.74,,,,,,,,,,
4/22/17 14:13,-3.91,,,,,,,,,,,
5/10/17 8:23,-4.08,,,,,,,,,,,
5/10/17 8:53,,-5.31,,,,,,,,,,
5/10/17 9:19,,,,-5.97,,,,,,,,
5/10/17 9:29,,,-11.57,,,,,,,,,
5/10/17 9:49,,,,,-17.27,,,,,,,
5/10/17 10:15,,,,,,-26.37,,,,,,
5/10/17 10:46,,,,,,,-14.24,,,,,
5/10/17 11:10,,,,,,,,,,,-20.61,
5/10/17 11:30,,,,,,,,,,,,-15.7
5/10/17 17:07,,,,,,,,-20.01,,,,
5/10/17 17:43,,,,,,,,,-8.01,,,
5/10/17 18:11,,,,,,,,,,-8.55,,
5/14/17 13:15,,,,,,,,,,,,-16.32
5/14/17 13:52,,,,,,,,,,,-20.76,
5/14/17 14:21,,,,,,,-14.32,,,,,
5/14/17 14:53,,,,,,,,,,-8.77,,
5/14/17 15:19,,,,,,,,,-8.1,,,
5/14/17 15:47,,,,,,,,-20.11,,,,
5/14/17 16:15,,,,,,-26.76,,,,,,
5/14/17 17:11,,,-11.67,,,,,,,,,
5/14/17 17:22,,-5.41,,,,,,,,,,
5/14/17 18:04,-4.09,,,,,,,,,,,
5/14/17 18:18,,,,-6.08,,,,,,,,
5/25/17 9:40,,,,,,,,,,,,-18.48
5/25/17 10:05,,,,,,,,,,,-21.22,
5/25/17 10:24,,,,,,,-14.75,,,,,
5/25/17 10:48,,,,,,,,,,-9.5,,
5/25/17 11:11,,,,,,,,,-8.46,,,
5/25/17 11:30,,,,,,,,-20.33,,,,
5/25/17 11:52,,,,,,-27.38,,,,,,
5/25/17 12:45,,,-11.92,,,,,,,,,
5/25/17 12:48,,,,-6.33,,,,,,,,
5/25/17 13:10,,-5.51,,,,,,,,,,
5/25/17 13:40,-4.13,,,,,,,,,,,
6/17/17 9:21,,,,,,,,,,,,-19.37
6/17/17 9:44,,,,,,,,,,,-22,
6/17/17 10:04,,,,,,,-15.39,,,,,
6/17/17 10:24,,,,,,,,,,-10.61,,
6/17/17 10:43,,,,,,,,,-8.81,,,
6/17/17 11:03,,,,,,,,-20.71,,,,
6/17/17 11:29,,,,,,-28.1,,,,,,
6/17/17 12:32,,,-12.14,,,,,,,,,
6/17/17 12:35,,,,-6.73,,,,,,,,
6/17/17 13:09,,-5.61,,,,,,,,,,
6/17/17 14:11,-4.16,,,,,,,,,,,
7/7/17 10:53,,,,,,,,,,,,-19.67
7/7/17 11:35,,,,,,,,,,,-22.55,
7/7/17 12:44,,,,,,,,,-8.96,,,
7/7/17 13:15,,,,,,,,,,-11.64,,
7/8/17 13:15,,,,,,,,-20.97,,,,
7/8/17 17:00,,,,,,-28.15,,,,,,
7/9/17 10:45,-4.25,,,,,,,,,,,
7/9/17 11:15,,-5.68,,,,,,,,,,
7/9/17 11:42,,,,-7.26,,,,,,,,
7/10/17 8:00,,,0,,0,,,,,,,
10/30/17 10:05,-5.5,,,,,,,,,,,
10/30/17 10:20,,-4.9,,,,,,,,,,
10/30/17 11:23,,,,,,,,-21.8,,,,
10/30/17 11:45,,,,,,,,,-10.4,,,
10/30/17 12:00,,,,,,,,,,-14.68,,
10/30/17 12:28,,,,,,,,,,,,-24.6
10/30/17 13:10,,,,,,,,,,,-20.7,
11/19/17 10:20,,,,,,,,,,-14.7,,
11/19/17 11:05,,,,,,,,,-9.76,,,
11/19/17 11:35,,,,,,,,,,,,-20.95
11/19/17 12:13,,,,,,,,-21.45,,,,
11/19/17 12:20,,,,,,-28.13,,,,,,
11/19/17 12:29,,,,,,,,,,,-25.1,
11/19/17 15:25,-4.15,,,,,,,,,,,
11/19/17 15:56,,-5.41,,,,,,,,,,
11/19/17 16:26,,,,-8.518,,,,,,,,
11/19/17 16:42,,,-12.31,,,,,,,,,
11/19/17 17:00,,,,,-18.4,,,,,,,
12/6/17 9:15,,,,-6.2,,,,,,,,
12/6/17 9:20,,,-12.2,,,,,,,,,
12/6/17 9:30,,,,,-17.5,,,,,,,
12/6/17 9:55,,,,,,-26.4,,,,,,
12/6/17 10:36,-4.1,,,,,,,,,,,
12/6/17 10:50,,-5.4,,,,,,,,,,
12/6/17 13:45,,,,,,,,,,-9.48,,
12/6/17 14:30,,,,,,,,,-8.62,,,
12/6/17 15:10,,,,,,,,-20.52,,,,
12/6/17 15:50,,,,,,,,,,,-25.14,
12/6/17 16:38,,,,,,,,,,,,-21.06
1/6/18 12:37,,,,,,,,,,-12.47,,
1/6/18 12:44,,,,,,,,,-9.37,,,
1/6/18 12:51,,,,,,,,-20.81,,,,
1/6/18 12:55,,,,,,-27.94,,,,,,
1/6/18 13:05,,,,,-18.4,,,,,,,
1/6/18 13:11,,-5.41,,,,,,,,,,
1/10/18 9:00,,,,,,,,,,,-25.45,
1/10/18 9:32,,,,,,,,,,,,-21.3
2/10/18 9:00,,,,,,,,,,-8.65,,
2/10/18 9:18,,,,,,,,,,,-24.69,
2/10/18 9:43,,,,,,,,,,,,-21.42
2/10/18 10:02,,,,,,,,,-7.82,,,
2/10/18 10:14,,,,,,,,-19.57,,,,
2/10/18 10:22,,,,,,-25.58,,,,,,
2/10/18 11:12,-4.18,,,,,,,,,,,
2/10/18 11:23,,-5.37,,,,,,,,,,
2/10/18 12:51,,,-11.28,,,,,,,,,
2/10/18 13:19,,,,-5.61,,,,,,,,
2/20/18 9:51,-4.19,,,,,,,,,,,
2/20/18 10:02,,-5.56,,,,,,,,,,
2/20/18 11:40,,,,,,,,,,,-24.65,
2/20/18 12:15,,,,,,,,,,,,-21.52
2/20/18 12:57,,,,,,,,,,-9.97,,
2/20/18 13:53,,,,,,,,,-8.43,,,
2/20/18 14:32,,,,,,,,-19.96,,,,
2/20/18 15:06,,,,,,-27.05,,,,,,
2/20/18 15:47,,,,-6.35,,,,,,,,
2/20/18 16:11,,,-11.53,,,,,,,,,
3/7/18 12:21,-3.93,,,,,,,,,,,
3/7/18 12:47,,-4.7,,,,,,,,,,
3/7/18 13:28,,,,-3.96,,,,,,,,
3/7/18 13:46,,,-11.39,,,,,,,,,
3/7/18 13:53,,,,,-15.45,,,,,,,
3/7/18 14:30,,,,,,,,,-6.86,,,
3/7/18 14:52,,,,,,,,-18.93,,,,
3/7/18 15:15,,,,,,-17.56,,,,,,
3/7/18 15:56,,,,,,,,,,,-24.33,
3/7/18 16:20,,,,,,,,,,,,-16.91
3/7/18 16:50,,,,,,,,,,-7.61,,
3/22/18 9:45,,,,,,-17.97,,,,,,
3/22/18 13:47,,,,,,,,-18.97,,,,
3/22/18 13:51,,,,,,,,,-6.08,,,
3/22/18 13:53,,,,,,,,,,-7.42,,
3/22/18 13:58,,,,,,,,,,,-23.16,
3/22/18 14:02,,,,,,,,,,,,-17.09
3/22/18 15:19,-3.89,,,,,,,,,,,
3/22/18 16:06,,,,,,,,,,-4.79,,
3/22/18 16:12,,,,-4.38,,,,,,,,
3/22/18 16:37,,,-10.71,,,,,,,,,
3/22/18 17:14,,,,,-15.7,,,,,,,
5/9/18 14:00,-4.125,,,,,,,,,,,
5/9/18 14:48,,-5.455,,,,,,,,,,
5/9/18 15:18,,,-11.48,,,,,,,,,
5/9/18 17:00,,,,-6.275,,,,-19.94,-8.22,-9.13,-21.21,-20.61
5/9/18 18:20,,,,,,-26.92,,,,,,
12/4/18 11:01,,,,,,,,,,,,-21.79
12/4/18 12:30,,,,,,,,,,,-25.42,
12/4/18 14:30,,,,,,,,,,-10.1,,
12/4/18 16:00,,,,,,,,,-8.59,,,
12/5/18 9:03,,,,,,,,-21.31,,,,
12/5/18 9:50,,,,,,-26.45,,,,,,
2/11/19 13:07,,,,,,-18.06,,,,,,
2/11/19 14:40,,,,,,,,-19.19,,,,
2/11/19 15:10,,,,,,,,,-5.96,,,
2/11/19 15:20,,,,,,,,,,-7.42,,
2/11/19 15:30,,,,,,,,,,,-22.58,
5/23/19 9:20,,,,,,,,,,,,-14.04
5/23/19 10:02,,,,,,,,,,,-19.98,
5/23/19 10:50,,,,,-15.06,,,,,,,
5/23/19 11:26,,,-10.93,,,,,,,,,
5/23/19 11:51,,,,-3.71,,,,,,,,
5/23/19 12:07,,-4.49,,,,,,,,,,
5/23/19 12:20,-3.69,,,,,,,,,,,
5/29/19 10:13,,,,,,,,,,,,-17.13
5/29/19 11:07,,,,,,,,,,,-20.55,
5/29/19 11:58,,,,,,,-13.6,,,,,
5/29/19 12:43,,,,,,,,,,-7.48,,
5/29/19 13:02,,,,,,,,,-6.17,,,
5/29/19 13:32,,,,,,,,-19.34,,,,
5/29/19 14:09,,,,,,-21.2,,,,,,
5/29/19 15:14,,,,,-16.08,,,,,,,
5/29/19 15:50,,,-11.04,,,,,,,,,
5/29/19 16:13,,,,-4.59,,,,,,,,
5/29/19 16:35,,-5.07,,,,,,,,,,
5/29/19 16:46,-4,,,,,,,,,,,
9/10/19 10:37,,,,,,,,-20.86,,,,
9/10/19 11:28,,,,,,-28.01,,,,,,
9/10/19 12:33,,,,,-17.43,,,,,,,
9/10/19 13:10,,,-12.12,,,,,,,,,
9/10/19 13:33,,,,-8.24,,,,,,,,
9/19/19 12:15,,,,,,,,,,,,-20.43
9/19/19 12:57,,,,,,,,,,,-23.53,
9/19/19 13:56,,,,,,,-16.66,,,,,
9/19/19 14:29,,,,,,,,,,-12.93,,
9/19/19 14:57,,,,,,,,,-9.63,,,
9/19/19 15:23,,-5.76,,,,,,,,,,
9/19/19 15:37,-4.48,,,,,,,,,,,
10/6/19 7:33,,,,,,,,,,,,-20.1
10/6/19 8:16,,,,,,,,,,,-24.3,
10/6/19 9:06,,,,,,,-17.18,,,,,
10/6/19 9:42,,,,,,,,,,-13.5,,
10/6/19 10:05,,,,,,,,,-9.8,,,
10/6/19 10:25,,,,,,,,-21.2,,,,
10/6/19 11:07,,,,,,-27.9,,,,,,
10/6/19 11:58,,,,,-17.43,,,,,,,
10/6/19 12:28,,,-12.11,,,,,,,,,
10/6/19 12:50,,,,-8.2,,,,,,,,
10/6/19 13:19,,-5.8,,,,,,,,,,
10/6/19 13:30,-4.3,,,,,,,,,,,
11/3/19 8:20,,,,,,,,,,,,-20.93
11/3/19 8:55,,,,,,,,,,,-24.53,
11/3/19 9:41,,,,,,,-18.57,,,,,
11/3/19 10:07,,,,,,,,,,-14.05,,
11/3/19 10:34,,,,,,,,,-10.12,,,
11/3/19 10:53,,,,,,,,-21.2,,,,
11/3/19 11:33,,,,,,-28.05,,,,,,
11/3/19 12:27,,,,,-17.7,,,,,,,
11/3/19 13:04,,,-12.15,,,,,,,,,
11/3/19 13:25,,,,-8.45,,,,,,,,
11/3/19 13:40,,-5.9,,,,,,,,,,
11/3/19 13:50,-4.54,,,,,,,,,,,
3/1/20 7:33,,,,,,,,,,,,-20.6
3/1/20 8:15,,,,,,,,,,,-24.88,
3/1/20 9:10,,,,,,,-15.13,,,,,
3/1/20 9:48,,,,,-12.51,,,,,,,
3/1/20 10:18,,,-11.58,,,,,,,,,
3/1/20 10:40,,,,-6.58,,,,,,,,
3/1/20 11:10,-4.2,,,,,,,,,,,
5/29/20 9:39,,,,,,,,,,-9.49,,
5/29/20 10:00,,,,,,,-15.28,,,,,
5/29/20 10:30,,,,,,,,,,,-25.31,
5/29/20 11:18,,,,,,,,,,,,-21.92
5/29/20 12:05,,,,,,,,,-8.07,,,
5/29/20 12:22,,,,,,,,-19.61,,,,
5/29/20 13:01,,,,,,-26.46,,,,,,
5/29/20 13:53,,,,,-17.33,,,,,,,
5/29/20 14:28,,,-11.9,,,,,,,,,
5/29/20 14:50,,,,-6.36,,,,,,,,
5/29/20 14:59,,-5.39,,,,,,,,,,
5/29/20 15:15,-4.15,,,,,,,,,,,
6/27/20 11:15,,,,,,,,,,-11.62,,
6/27/20 11:40,,,,,,,-15.59,,,,,
6/27/20 12:05,,,,,,,,,,,-25.44,
6/27/20 12:55,,,,,,,,,,,,-22.17
6/27/20 13:45,,,,,,,,,-8.94,,,
6/27/20 14:05,,,,,,,,-19.98,,,,
7/9/20 7:33,,,,,-17.75,,,,,,,
7/9/20 8:17,,,-12.14,,,,,,,,,
7/9/20 8:45,,,,-7.44,,,,,,,,
7/9/20 9:05,,-5.67,,,,,,,,,,
7/9/20 9:15,-4.23,,,,,,,,,,,
8/7/20 17:41,,,,,-17.5,,,,,,,
8/7/20 18:15,,,-12.15,,,,,,,,,
8/7/20 18:45,,,,-8.24,,,,,,,,
8/7/20 19:17,,-5.76,,,,,,,,,,
8/7/20 19:25,-4.47,,,,,,,,,,,
8/8/20 9:30,,,,,,,,,,,,-22.38
8/8/20 10:24,,,,,,,,,,,-25.8,
8/8/20 11:22,,,,,,,-16.8,,,,,
8/8/20 11:55,,,,,,,,,,-13.29,,
8/8/20 12:28,,,,,,,,,-9.62,,,
8/8/20 12:56,,,,,,,,-20.48,,,,
8/8/20 13:00,,,,,,-28.74,,,,,,